price,sqft,beds,bath,laundry,pets,housing_type,parking,hood_district
5500,1180.0,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(a) valet,9.0
5000,1180.0,2.0,2.0,(a) in-unit,(a) both,(c) multi,(a) valet,9.0
4500,1107.0,2.0,2.0,(b) on-site,(d) no pets,(c) multi,(a) valet,9.0
3300,916.0,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
4250,1163.0,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
5450,1240.0,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
7800,1572.0,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(a) valet,9.0
5000,1340.0,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
4500,969.0,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,7.0
2850,760.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(a) valet,9.0
4500,916.0,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,7.0
2700,700.0,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
5500,1403.0,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(a) valet,9.0
2400,665.0,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,9.0
1980,572.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,10.0
2075,675.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,10.0
4000,1265.0,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(a) valet,9.0
4150,1098.0,1.0,1.5,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
4375,1479.0,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
5100,1356.0,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(a) valet,9.0
2500,1000.0,1.0,1.0,(b) on-site,(c) cats,(c) multi,(d) no parking,8.0
3995,1900.0,3.0,2.0,(a) in-unit,(a) both,(a) single,(d) no parking,8.0
6000,2300.0,3.0,2.0,(b) on-site,(d) no pets,(c) multi,(b) protected,7.0
5495,1250.0,2.0,1.0,(b) on-site,(d) no pets,(c) multi,(c) off-street,7.0
2400,1050.0,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,5.0
4700,1850.0,4.0,2.5,(b) on-site,(d) no pets,(c) multi,(b) protected,1.0
2900,538.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
4275,1517.0,2.0,2.0,(a) in-unit,(a) both,(c) multi,(a) valet,9.0
4500,1600.0,2.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
3600,630.0,2.0,1.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
3000,980.0,2.0,1.0,(b) on-site,(a) both,(c) multi,(d) no parking,9.0
3095,750.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,9.0
3650,1014.0,2.0,1.0,(a) in-unit,(c) cats,(c) multi,(d) no parking,9.0
3975,1100.0,2.0,2.5,(a) in-unit,(d) no pets,(c) multi,(d) no parking,9.0
4500,1850.0,4.0,2.5,(b) on-site,(d) no pets,(c) multi,(b) protected,1.0
2300,600.0,1.0,1.0,(b) on-site,(a) both,(c) multi,(b) protected,2.0
1965,595.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(d) no parking,8.0
3655,1000.0,2.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
3200,650.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(d) no parking,6.0
5500,1327.0,3.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,6.0
5995,1400.0,2.0,2.0,(a) in-unit,(c) cats,(c) multi,(b) protected,5.0
3260,1400.0,2.0,1.5,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
4500,1536.0,3.0,2.0,(c) no laundry,(a) both,(a) single,(b) protected,3.0
2750,970.0,2.0,1.0,(a) in-unit,(c) cats,(c) multi,(b) protected,10.0
4000,1800.0,2.0,2.5,(a) in-unit,(c) cats,(c) multi,(b) protected,9.0
3750,1350.0,2.0,1.0,(a) in-unit,(d) no pets,(a) single,(b) protected,9.0
2800,717.0,1.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,1.0
1950,375.0,0.0,1.0,(c) no laundry,(d) no pets,(c) multi,(b) protected,2.0
1495,450.0,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
3495,650.0,1.0,1.0,(b) on-site,(a) both,(c) multi,(b) protected,7.0
4500,1125.0,2.0,1.0,(a) in-unit,(a) both,(a) single,(b) protected,5.0
2395,700.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,5.0
3550,920.0,2.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
3395,900.0,1.0,1.0,(a) in-unit,(b) dogs,(c) multi,(b) protected,8.0
2725,501.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,6.0
4300,1000.0,3.0,1.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,8.0
4500,900.0,3.0,1.0,(a) in-unit,(d) no pets,(a) single,(c) off-street,7.0
3650,750.0,3.0,2.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,1.0
3400,1391.0,3.0,2.5,(a) in-unit,(d) no pets,(c) multi,(b) protected,10.0
1749,260.0,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
2995,700.0,2.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,1.0
3000,840.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,7.0
2500,650.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,1.0
5875,1350.0,4.0,2.0,(b) on-site,(d) no pets,(c) multi,(b) protected,6.0
5295,745.0,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,9.0
4995,782.0,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,9.0
2499,650.0,2.0,1.0,(b) on-site,(d) no pets,(b) double,(d) no parking,2.0
4150,1100.0,1.0,1.5,(c) no laundry,(a) both,(c) multi,(d) no parking,7.0
2395,506.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
2650,825.0,2.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,1.0
3450,1000.0,3.0,1.0,(b) on-site,(c) cats,(c) multi,(c) off-street,8.0
2100,429.0,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
2195,413.0,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,5.0
1950,460.0,0.0,1.0,(b) on-site,(c) cats,(c) multi,(d) no parking,8.0
3900,681.0,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,8.0
1895,464.0,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
1895,430.0,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
2200,429.0,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
4400,1450.0,3.0,2.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,5.0
3700,1000.0,2.0,1.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,7.0
2995,765.0,1.0,1.0,(c) no laundry,(c) cats,(c) multi,(b) protected,5.0
3900,1200.0,3.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
4195,900.0,2.0,2.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,8.0
3100,650.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,8.0
4275,1000.0,2.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,5.0
4275,1000.0,2.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,5.0
2700,660.0,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,8.0
2950,850.0,2.0,1.0,(b) on-site,(a) both,(c) multi,(b) protected,9.0
3500,650.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,8.0
3500,837.0,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(a) valet,9.0
5600,1238.0,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(a) valet,9.0
3950,605.0,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(a) valet,9.0
2600,580.0,1.0,1.0,(c) no laundry,(c) cats,(c) multi,(d) no parking,2.0
3450,900.0,1.0,1.0,(b) on-site,(a) both,(c) multi,(b) protected,1.0
2750,550.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,2.0
2280,524.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(d) no parking,8.0
2100,600.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,2.0
2570,615.0,1.0,1.0,(b) on-site,(a) both,(c) multi,(c) off-street,5.0
2695,725.0,1.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,7.0
2500,550.0,1.0,1.0,(b) on-site,(b) dogs,(c) multi,(d) no parking,2.0
2895,800.0,1.0,1.0,(b) on-site,(a) both,(c) multi,(d) no parking,1.0
2800,600.0,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,9.0
3066,530.0,1.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,9.0
3995,800.0,1.0,1.0,(b) on-site,(a) both,(c) multi,(b) protected,7.0
3500,800.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(c) off-street,7.0
4125,1095.0,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
3300,605.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(a) valet,9.0
3500,690.0,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,5.0
3300,970.0,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
2675,700.0,1.0,1.0,(c) no laundry,(a) both,(c) multi,(d) no parking,9.0
3475,750.0,1.0,1.0,(c) no laundry,(a) both,(c) multi,(d) no parking,9.0
2800,800.0,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,8.0
5595,1800.0,4.0,2.0,(b) on-site,(a) both,(c) multi,(d) no parking,5.0
2050,350.0,0.0,1.0,(c) no laundry,(d) no pets,(c) multi,(b) protected,9.0
1995,350.0,0.0,1.0,(c) no laundry,(d) no pets,(c) multi,(b) protected,9.0
7900,1500.0,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,8.0
3395,900.0,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,7.0
5000,1300.0,2.0,2.0,(b) on-site,(a) both,(c) multi,(b) protected,7.0
3395,900.0,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,8.0
2550,610.0,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
2095,800.0,1.0,1.0,(c) no laundry,(a) both,(c) multi,(d) no parking,9.0
3995,950.0,2.0,2.0,(b) on-site,(d) no pets,(c) multi,(b) protected,7.0
3995,950.0,2.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,7.0
3495,900.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(c) off-street,7.0
3951,761.0,2.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
4202,850.0,2.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
2040,840.0,2.0,1.5,(a) in-unit,(a) both,(c) multi,(d) no parking,5.0
2750,725.0,1.0,1.0,(b) on-site,(a) both,(c) multi,(d) no parking,9.0
3750,901.0,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
3495,622.0,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,8.0
2075,500.0,0.0,1.0,(b) on-site,(a) both,(c) multi,(d) no parking,7.0
3450,1100.0,2.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,1.0
2995,621.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,8.0
1500,550.0,1.0,1.0,(a) in-unit,(d) no pets,(b) double,(d) no parking,2.0
1795,300.0,1.0,1.0,(b) on-site,(a) both,(b) double,(d) no parking,3.0
3200,500.0,1.0,1.0,(b) on-site,(a) both,(c) multi,(b) protected,2.0
2390,800.0,1.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,1.0
3370,800.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,8.0
1895,500.0,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,10.0
1675,350.0,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,2.0
4990,1655.0,3.0,2.0,(a) in-unit,(d) no pets,(a) single,(b) protected,9.0
4250,600.0,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,5.0
2733,763.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
3044,751.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(d) no parking,9.0
2795,650.0,2.0,1.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,8.0
1895,500.0,1.0,1.0,(c) no laundry,(a) both,(c) multi,(d) no parking,8.0
3395,1000.0,2.0,1.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,8.0
2190,600.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,5.0
3500,1400.0,3.0,2.0,(a) in-unit,(c) cats,(c) multi,(b) protected,3.0
3200,1215.0,2.0,2.0,(c) no laundry,(a) both,(c) multi,(b) protected,9.0
3995,1650.0,3.0,2.0,(b) on-site,(a) both,(c) multi,(b) protected,3.0
4300,1300.0,3.0,2.0,(a) in-unit,(a) both,(c) multi,(d) no parking,9.0
3595,916.0,2.0,1.0,(c) no laundry,(c) cats,(c) multi,(d) no parking,5.0
2550,660.0,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,8.0
2800,655.0,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,9.0
2850,800.0,1.0,1.0,(a) in-unit,(c) cats,(b) double,(d) no parking,4.0
10500,2179.0,3.0,3.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,8.0
7995,3200.0,4.0,3.0,(a) in-unit,(a) both,(a) single,(b) protected,4.0
3104,650.0,1.0,1.0,(b) on-site,(c) cats,(c) multi,(c) off-street,8.0
2595,740.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
4100,1050.0,2.0,1.0,(b) on-site,(a) both,(c) multi,(b) protected,5.0
5200,1450.0,3.0,2.0,(b) on-site,(a) both,(c) multi,(b) protected,5.0
6500,1450.0,4.0,2.0,(b) on-site,(d) no pets,(c) multi,(b) protected,7.0
3700,1100.0,2.0,1.0,(c) no laundry,(d) no pets,(a) single,(b) protected,2.0
2995,700.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,7.0
1850,500.0,1.0,1.0,(b) on-site,(a) both,(c) multi,(b) protected,8.0
3195,900.0,2.0,1.0,(b) on-site,(a) both,(c) multi,(d) no parking,2.0
2195,500.0,2.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
1595,400.0,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
4500,1246.0,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,6.0
5995,1800.0,3.0,2.0,(a) in-unit,(a) both,(c) multi,(d) no parking,5.0
3750,1500.0,3.0,2.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,1.0
5195,1622.0,4.0,1.5,(a) in-unit,(a) both,(c) multi,(d) no parking,5.0
6250,1860.0,3.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,7.0
2100,388.0,0.0,1.0,(c) no laundry,(c) cats,(c) multi,(d) no parking,6.0
2199,750.0,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,8.0
1899,550.0,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,8.0
4000,1000.0,2.0,1.0,(a) in-unit,(a) both,(c) multi,(d) no parking,5.0
2199,575.0,1.0,1.0,(b) on-site,(a) both,(c) multi,(d) no parking,2.0
2750,700.0,1.0,1.0,(c) no laundry,(a) both,(c) multi,(c) off-street,5.0
2600,860.0,2.0,1.0,(b) on-site,(b) dogs,(c) multi,(c) off-street,5.0
6050,2300.0,4.0,3.0,(a) in-unit,(a) both,(a) single,(b) protected,1.0
2700,717.0,1.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,1.0
2698,800.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,1.0
2395,500.0,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,1.0
3995,900.0,2.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,7.0
3495,700.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,7.0
3500,1011.0,2.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
3595,830.0,2.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,8.0
3000,830.0,4.0,1.0,(a) in-unit,(a) both,(c) multi,(d) no parking,8.0
1600,400.0,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
5750,1960.0,4.0,2.0,(b) on-site,(d) no pets,(a) single,(b) protected,4.0
3895,1133.0,3.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
4200,1200.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,8.0
1675,224.0,0.0,1.0,(b) on-site,(a) both,(c) multi,(d) no parking,8.0
3100,1072.0,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
2760,449.0,0.0,1.0,(c) no laundry,(a) both,(c) multi,(d) no parking,9.0
3600,1255.0,1.0,1.5,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
3400,1124.0,1.0,1.5,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
5500,2900.0,4.0,2.0,(c) no laundry,(c) cats,(a) single,(b) protected,2.0
2900,600.0,1.0,1.0,(b) on-site,(a) both,(c) multi,(d) no parking,5.0
1674,656.0,1.0,1.0,(b) on-site,(a) both,(c) multi,(d) no parking,9.0
4350,1310.0,2.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,5.0
1850,375.0,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,7.0
2000,525.0,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,6.0
5700,1500.0,3.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
4250,769.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,8.0
5500,1760.0,3.0,1.0,(a) in-unit,(a) both,(c) multi,(d) no parking,5.0
2445,600.0,1.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,7.0
2600,850.0,1.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,7.0
6895,1530.0,2.0,2.0,(a) in-unit,(b) dogs,(c) multi,(b) protected,7.0
2200,450.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(c) off-street,8.0
2326,625.0,1.0,1.0,(b) on-site,(a) both,(c) multi,(b) protected,7.0
1800,440.0,0.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,8.0
1800,440.0,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
4500,1500.0,2.0,1.0,(a) in-unit,(a) both,(a) single,(c) off-street,9.0
4250,1600.0,3.0,1.0,(a) in-unit,(d) no pets,(a) single,(b) protected,2.0
1890,550.0,1.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,7.0
4066,768.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
2956,644.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,2.0
2999,750.0,2.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,2.0
4400,1900.0,2.0,2.0,(a) in-unit,(d) no pets,(a) single,(b) protected,1.0
3700,1100.0,3.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,8.0
4495,1200.0,2.0,2.0,(a) in-unit,(a) both,(c) multi,(d) no parking,1.0
3650,1000.0,2.0,2.0,(b) on-site,(d) no pets,(c) multi,(b) protected,7.0
4750,1050.0,3.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,6.0
3950,1230.0,3.0,2.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,7.0
2450,523.0,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,8.0
2695,800.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(c) off-street,9.0
4068,1113.0,2.0,2.0,(a) in-unit,(a) both,(c) multi,(d) no parking,9.0
3400,945.0,2.0,2.0,(b) on-site,(d) no pets,(c) multi,(b) protected,2.0
3500,974.0,2.0,2.0,(b) on-site,(d) no pets,(c) multi,(b) protected,2.0
2000,400.0,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
2750,1016.0,1.0,1.5,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
2899,575.0,0.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,5.0
1595,420.0,0.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,8.0
4500,1500.0,2.0,1.0,(b) on-site,(a) both,(c) multi,(b) protected,6.0
3500,1200.0,2.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,9.0
1795,500.0,2.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,1.0
4000,1050.0,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,9.0
3200,920.0,1.0,1.5,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
1929,750.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,8.0
6500,1805.0,2.0,2.5,(a) in-unit,(a) both,(c) multi,(a) valet,8.0
6500,1805.0,2.0,2.5,(a) in-unit,(a) both,(c) multi,(b) protected,8.0
5900,1450.0,3.0,2.0,(a) in-unit,(d) no pets,(c) multi,(c) off-street,5.0
4600,1250.0,3.0,2.0,(a) in-unit,(a) both,(c) multi,(d) no parking,9.0
3000,845.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,6.0
6995,2500.0,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,5.0
2860,1093.0,2.0,2.0,(c) no laundry,(a) both,(c) multi,(d) no parking,3.0
4750,979.0,3.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
3020,702.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
6500,1800.0,5.0,1.5,(a) in-unit,(d) no pets,(c) multi,(d) no parking,5.0
5595,1700.0,3.0,2.0,(a) in-unit,(b) dogs,(c) multi,(b) protected,5.0
9800,1670.0,2.0,2.5,(a) in-unit,(d) no pets,(c) multi,(a) valet,9.0
1600,350.0,0.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,8.0
2483,433.0,0.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
1795,450.0,0.0,1.0,(b) on-site,(a) both,(c) multi,(d) no parking,8.0
1395,335.0,0.0,1.0,(c) no laundry,(a) both,(c) multi,(d) no parking,8.0
2195,590.0,0.0,1.0,(c) no laundry,(a) both,(c) multi,(d) no parking,2.0
1650,300.0,0.0,1.0,(b) on-site,(d) no pets,(b) double,(d) no parking,2.0
2500,600.0,0.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,5.0
1600,300.0,0.0,1.0,(c) no laundry,(d) no pets,(a) single,(d) no parking,10.0
1695,500.0,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
1995,456.0,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,9.0
4800,955.0,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,7.0
3900,1532.0,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,8.0
4500,1444.0,3.0,2.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,7.0
5995,1700.0,3.0,2.0,(a) in-unit,(a) both,(c) multi,(d) no parking,1.0
5850,1300.0,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,8.0
1600,400.0,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
4488,977.0,2.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,8.0
6990,1700.0,4.0,2.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,9.0
3700,1017.0,2.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,6.0
2300,750.0,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,10.0
3000,965.0,1.0,1.5,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
3107,956.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
3728,1015.0,2.0,2.0,(a) in-unit,(a) both,(c) multi,(d) no parking,9.0
5950,2100.0,3.0,2.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,9.0
4200,1150.0,3.0,2.0,(b) on-site,(a) both,(c) multi,(d) no parking,5.0
4075,950.0,2.0,1.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,5.0
3195,750.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,9.0
1625,500.0,0.0,1.0,(b) on-site,(c) cats,(c) multi,(d) no parking,10.0
1795,450.0,0.0,1.0,(b) on-site,(a) both,(c) multi,(d) no parking,8.0
4595,900.0,2.0,2.0,(b) on-site,(a) both,(c) multi,(b) protected,9.0
3595,1075.0,2.0,1.0,(b) on-site,(c) cats,(c) multi,(d) no parking,5.0
2950,850.0,1.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
2799,1000.0,2.0,2.0,(b) on-site,(d) no pets,(c) multi,(b) protected,8.0
2800,950.0,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
4145,996.0,2.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,8.0
4495,1400.0,3.0,2.0,(b) on-site,(a) both,(c) multi,(c) off-street,2.0
4595,1220.0,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
2995,784.0,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
2300,600.0,1.0,1.0,(c) no laundry,(c) cats,(c) multi,(b) protected,5.0
2395,600.0,1.0,1.0,(c) no laundry,(c) cats,(c) multi,(b) protected,5.0
3250,900.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,7.0
2495,483.0,2.0,1.0,(b) on-site,(b) dogs,(c) multi,(d) no parking,8.0
3995,1100.0,1.0,1.0,(b) on-site,(a) both,(c) multi,(b) protected,8.0
2495,573.0,1.0,1.0,(c) no laundry,(c) cats,(c) multi,(d) no parking,3.0
3395,1231.0,2.0,2.0,(a) in-unit,(b) dogs,(c) multi,(b) protected,9.0
2750,1000.0,2.0,2.0,(a) in-unit,(b) dogs,(c) multi,(b) protected,9.0
2786,425.0,1.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,9.0
2750,700.0,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,7.0
3416,885.0,2.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
4600,1750.0,3.0,2.5,(c) no laundry,(d) no pets,(c) multi,(b) protected,6.0
3550,900.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(d) no parking,9.0
